193,182,145,197,141,173,2015,01,pos
573,584,621,569,625,593,2015,01,neg
166,158,107,168,116,149,2015,02,pos
561,569,620,559,611,578,2015,02,neg
194,175,134,205,133,173,2015,03,pos
668,687,728,657,729,689,2015,03,neg
